timestamp,mac,rssi,channel,veces,ssid
2026-03-24 17:19:48,00:31:92:08:5D:20,-89,6,1,Fibertel WiFi640 2.4GHz_EXT
2026-03-24 17:19:48,8E:83:E8:FC:A5:D3,-89,7,3,HIDDEN
2026-03-24 17:19:48,64:5E:10:11:AA:14,-90,2,1,Flori
2026-03-24 17:19:48,5C:C0:A0:68:4B:E4,-90,3,1,Gosteli
2026-03-24 17:19:48,28:53:4E:B5:91:70,-90,3,3,SCALCIONE
2026-03-24 17:19:48,0A:7E:64:34:39:AC,-90,11,1,Personal Wifi Zone
2026-03-24 17:19:48,4C:19:5D:D2:6E:DC,-91,1,1,Fibertel WiFi737 2.4GHz
2026-03-24 17:19:48,C0:E3:FB:28:AD:3C,-91,4,1,Claro
2026-03-24 17:19:57,9A:F0:83:9E:2D:70,-38,6,5,Claro-Fibra-2.4G-3523
2026-03-24 17:19:57,9A:F0:83:9E:2D:73,-40,6,5,HIDDEN
2026-03-24 17:19:57,D0:57:94:6C:78:A6,-47,11,5,Personal-8A1
2026-03-24 17:19:57,3C:B7:4B:43:0E:38,-47,11,4,Personal-E34
2026-03-24 17:19:57,3E:B7:4B:43:0E:39,-47,11,5,Personal Wifi Zone
2026-03-24 17:19:57,D2:57:94:6C:79:A2,-48,11,5,Personal Wifi Zone
2026-03-24 17:19:57,7E:33:F9:78:97:CC,-59,7,5,GOMEZ
2026-03-24 17:19:57,7E:33:F9:78:97:CF,-59,7,5,HIDDEN
2026-03-24 17:19:57,44:D4:54:D3:47:57,-62,11,5,Personal-752
2026-03-24 17:19:57,46:D4:54:D3:48:53,-64,11,5,Personal Wifi Zone
2026-03-24 17:19:57,9C:71:3A:64:85:08,-65,9,3,CLARO
2026-03-24 17:19:57,3A:3F:B3:DC:EE:FC,-66,11,5,Personal Wifi Zone
2026-03-24 17:19:57,D8:07:B6:F7:66:88,-67,6,4,TP-Link_6688
2026-03-24 17:19:57,38:3F:B3:DC:EE:F8,-68,11,3,Personal-EF4
2026-03-24 17:19:57,7E:33:F9:78:79:93,-69,3,5,HIDDEN
2026-03-24 17:19:57,08:7E:64:8F:D5:E0,-69,11,5,Carla
2026-03-24 17:19:57,7E:33:F9:78:79:90,-70,3,5,CLARO3077
2026-03-24 17:19:57,0A:7E:64:8F:D5:E4,-70,11,5,Personal Wifi Zone
2026-03-24 17:19:57,9A:1A:35:13:46:07,-72,6,4,HIDDEN
2026-03-24 17:19:57,A0:FF:70:D5:36:90,-74,1,5,CASAM 2.4Ghz
2026-03-24 17:19:57,A2:FF:70:D5:36:94,-74,1,5,Personal Wifi Zone
